chr1	959630	961646
chr1	962429	963381
chr1	1034917	1036241
chr1	1241888	1243833
chr1	1327405	1327688
chr1	1404605	1406031
chr1	1463004	1463204
chr1	1479533	1480538
chr1	1714224	1715455
chr1	1728920	1729067
chr1	1813383	1814242
chr1	1819243	1819384
chr1	1833480	1834205
chr1	1896662	1897123
chr1	1941338	1942755
chr1	1943798	1944295
chr1	1946220	1948347
chr1	1954089	1954605
chr1	1964421	1964563
chr1	1995882	1997169
chr1	2003357	2004212
chr1	2021096	2022261
chr1	2021096	2022261
chr1	2028178	2030361
chr1	2049211	2050817
chr1	2049211	2050817
chr1	2059520	2061261
chr1	2067803	2068359
chr1	2073786	2076010
chr1	2076998	2077390
chr1	2081147	2081363
chr1	2097642	2098219
chr1	2100898	2101992
chr1	2104112	2104578
chr1	2113580	2113928
chr1	2118734	2120328
chr1	2141721	2142550
chr1	2158171	2158507
chr1	2162983	2164452
chr1	2180227	2181768
chr1	2180227	2181768
chr1	2198580	2199155
chr1	2207461	2208013
chr1	2217940	2218973
chr1	2222329	2222717
chr1	2226167	2227367
chr1	2226167	2227367
chr1	2228266	2228670
chr1	2229093	2229848
chr1	2230475	2230775
chr1	2270401	2272219
chr1	2305643	2306262
chr1	2306429	2307074
chr1	2402015	2402603
chr1	2410978	2411300
chr1	2413527	2413620
chr1	2440682	2441560
chr1	2558902	2559576
chr1	2834514	2835355
chr1	3100817	3101948
chr1	3315278	3316108
chr1	3491459	3492491
chr1	3685997	3687501
chr1	3706335	3706861
chr1	3782578	3783277
chr1	3797649	3797986
chr1	3798073	3798404
chr1	3808545	3809521
chr1	3900925	3901341
chr1	3977976	3977991
chr1	3979275	3980073
chr1	3979275	3980073
chr1	4367799	4368356
chr1	4444322	4445119
chr1	4470021	4470882
chr1	4562734	4564296
chr1	4616966	4617514
chr1	4618826	4621652
chr1	4618826	4621652
chr1	4623453	4625224
chr1	4634748	4635297
chr1	4635837	4637118
chr1	4649164	4650358
chr1	4655175	4656497
chr1	4655175	4656497
chr1	4657939	4658298
chr1	4657939	4658298
chr1	4658968	4659893
chr1	4658968	4659893
chr1	4660568	4662334
chr1	4662860	4663132
chr1	4672019	4673190
chr1	4673595	4674658
chr1	4683214	4684134
chr1	4686689	4687275
chr1	4690033	4690446
chr1	4693295	4695686
chr1	4699035	4700016
chr1	4704200	4704274
chr1	4738640	4738819
chr1	4739144	4739453
chr1	4756024	4756736
chr1	5110887	5111773
chr1	5180065	5181865
chr1	5484852	5485985
chr1	5670558	5671383
chr1	5723008	5723865
chr1	5734930	5735668
chr1	5740017	5740466
chr1	5808781	5809146
chr1	5845684	5848445
chr1	5845684	5848445
chr1	5856551	5858196
chr1	5920689	5922443
chr1	5926308	5926918
chr1	5936655	5937485
chr1	5951077	5951178
chr1	5967207	5967972
chr1	5976594	5978387
chr1	5989604	5991457
chr1	5995670	5996987
chr1	5995670	5996987
chr1	5997017	5998381
chr1	6002197	6002382
chr1	6015924	6016475
chr1	6017540	6018200
chr1	6030781	6031196
chr1	6066773	6069120
chr1	6075933	6076230
chr1	6081127	6082419
chr1	6087730	6088968
chr1	6098396	6098454
chr1	6120884	6121711
chr1	6125506	6125667
chr1	6127477	6128744
chr1	6128809	6129083
chr1	6140177	6142506
chr1	6145954	6147800
chr1	6145954	6147800
chr1	6150039	6150627
chr1	6152975	6155680
chr1	6152975	6155680
chr1	6159783	6161347
chr1	6165098	6165952
chr1	6167613	6168860
chr1	6204679	6204994
chr1	6208331	6209297
chr1	6250845	6251820
chr1	6285745	6286469
chr1	6302872	6304672
chr1	6309868	6311043
chr1	6313647	6315124
chr1	6313647	6315124
chr1	6313647	6315124
chr1	6323147	6323539
chr1	6325865	6326644
chr1	6340543	6342489
chr1	6374626	6374967
chr1	6377027	6377771
chr1	6481548	6482560
chr1	6567751	6567910
chr1	6655135	6655796
chr1	6906915	6907471
chr1	7088955	7089626
chr1	7274156	7274546
chr1	7274700	7275241
chr1	7578147	7578203
chr1	7596151	7596477
chr1	7606813	7606934
chr1	7714882	7715773
chr1	7723188	7723873
chr1	7743451	7744136
chr1	7765469	7765726
chr1	7898746	7899686
chr1	7904039	7904897
chr1	7925540	7926307
chr1	7996492	7997649
chr1	8072787	8073335
chr1	8148650	8149042
chr1	8304376	8304792
chr1	8315436	8315733
chr1	8316457	8318785
chr1	8384808	8385835
chr1	8407256	8408301
chr1	8433803	8434767
chr1	8476004	8477616
chr1	8478078	8478901
chr1	8491292	8492745
chr1	8573349	8573868
chr1	8621268	8622117
chr1	8635512	8636927
chr1	8638604	8639115
chr1	8672729	8673837
chr1	8774785	8775620
chr1	8854703	8855833
chr1	8856465	8857510
chr1	9435671	9436087
chr1	9610057	9610503
chr1	9673757	9673958
chr1	9706327	9707489
chr1	9711104	9712184
chr1	9713254	9713833
chr1	9714874	9715664
chr1	9719090	9721944
chr1	9725855	9725935
chr1	9729489	9731214
chr1	9731894	9732768
chr1	9734033	9734279
chr1	9734301	9734799
chr1	9742218	9742437
chr1	9743516	9743671
chr1	9748995	9749196
chr1	9753396	9755115
chr1	9757703	9759049
chr1	9762642	9763497
chr1	9763634	9764424
chr1	9771428	9773574
chr1	9775469	9775877
chr1	9776456	9777212
chr1	9780468	9782647
chr1	9787050	9787850
chr1	9789239	9789252
chr1	9790230	9791245
chr1	9791335	9792508
chr1	9799571	9800574
chr1	9801291	9804442
chr1	9801291	9804442
chr1	9830568	9831068
chr1	9833398	9835265
chr1	9846057	9846580
chr1	9850502	9851706
chr1	10014447	10014886
chr1	10114484	10115246
chr1	10359901	10360348
chr1	10432315	10433249
chr1	10489644	10490272
chr1	10935352	10936150
chr1	11043823	11044321
chr1	11121884	11122034
chr1	11141782	11142238
chr1	11160030	11160696
chr1	11177297	11178017
chr1	11224732	11224940
chr1	11325060	11325362
chr1	11489776	11490333
chr1	11638398	11638732
chr1	11645893	11645980
chr1	11704696	11705353
chr1	11773000	11773902
chr1	11986644	11987202
chr1	11996488	11997033
chr1	12287777	12288869
chr1	12320585	12321057
chr1	12327258	12327766
chr1	12359186	12359619
chr1	12416426	12417031
chr1	12502095	12503470
chr1	12532020	12532915
chr1	12532020	12532915
chr1	12644596	12644998
chr1	12739317	12739816
chr1	13821645	13821941
chr1	13931314	13933445
chr1	13951595	13952732
chr1	13960089	13960598
chr1	13962335	13963372
chr1	13965431	13966785
chr1	13969944	13970640
chr1	13977151	13977807
chr1	13979128	13980542
chr1	13980970	13981466
chr1	13981562	13982497
chr1	13983000	13985455
chr1	13986238	13988850
chr1	13989358	13992991
chr1	13989358	13992991
chr1	13993510	13994433
chr1	13998933	14003690
chr1	13998933	14003690
chr1	13998933	14003690
chr1	13998933	14003690
chr1	14004382	14005818
chr1	14007461	14008758
chr1	14018126	14018547
chr1	14092583	14093103
chr1	14093724	14094751
chr1	14121307	14121982
chr1	14125485	14126210
chr1	14278574	14278692
chr1	14445855	14446125
chr1	14576602	14576640
chr1	14623424	14623804
chr1	14707681	14707943
chr1	15023559	15025024
chr1	15025370	15025672
chr1	15148721	15149217
chr1	15169609	15170348
chr1	15513969	15514552
chr1	15540905	15541573
chr1	15600417	15601063
chr1	15606131	15608184
chr1	15606131	15608184
chr1	15742296	15743088
chr1	15778478	15779187
chr1	15822005	15822228
chr1	15860736	15860958
chr1	15865833	15866837
chr1	15890372	15890742
chr1	15902402	15903483
chr1	16029963	16030119
chr1	16145907	16147162
chr1	16322480	16323095
chr1	16657287	16658754
chr1	17220718	17221326
chr1	17494870	17495483
chr1	17618435	17619401
chr1	17623433	17624506
chr1	17628446	17628744
chr1	17846442	17847768
chr1	17997897	17998372
chr1	17998903	17999375
chr1	18165344	18165887
chr1	18270110	18272562
chr1	18323909	18324290
chr1	18399209	18399933
chr1	18483024	18483675
chr1	18521298	18522666
chr1	18642121	18642640
chr1	18777608	18778385
chr1	19280356	19280859
chr1	19290472	19291251
chr1	19348812	19349715
chr1	19368584	19369134
